Wiki ID	Document	People	Places	PER BORN	PLACE BORN	Student ID
5502549	Marco Antonio Rubio ( born May 28 , 1971 ) is an American politician , attorney , and the junior United States Senator for the State of Florida . A member of the Republican Party , Rubio previously served as Speaker of the Florida House of Representatives . Rubio unsuccessfully sought the Republican nomination for President of the United States in 2016 , winning presidential primaries in the State of Minnesota , the District of Columbia , and the Commonwealth of Puerto Rico . Rubio is a Cuban American from Miami , Florida .	Marco Antonio Rubio	the Commonwealth of Puerto Rico; the State of Minnesota; Miami; the United States; the District of Columbia; Florida; the State of Florida; United States	Marco Antonio Rubio	Miami	3034269515
69972	The First Sino-Japanese War ( 25 July 1894 – 17 April 1895 ) was fought between the Qing Empire and the Empire of Japan , primarily for influence over Korea . After more than six months of unbroken successes by Japanese land and naval forces and the loss of the port of Weihaiwei , the Qing government sued for peace in February 1895 . The war demonstrated the failure of the Qing Empire 's attempts to modernize its military and fend off threats to its sovereignty , especially when compared with Japan 's successful Meiji Restoration . For the first time , regional dominance in East Asia shifted from China to Japan ; the prestige of the Qing Empire , along with the classical tradition in China , suffered a major blow .	Qing	Weihaiwei; the Qing Empire; Japan; Korea; the Empire of Japan; China; China; Japan; the Qing Empire 's; the Qing Empire			3034269515
9190501	William George Heirens ( November 15 , 1928 – March 5 , 2012 ) was an American convicted serial killer who confessed to three murders in 1946 . Heirens was called the Lipstick Killer after a notorious message scrawled in lipstick at a crime scene . At the time of his death , Heirens was reputedly Chicago 's longest-serving prisoner , having spent 65 years in prison . He spent the later years of his sentence at the Dixon Correctional Center in Dixon , Illinois .	Heirens; William George Heirens	Illinois; Dixon; Chicago			3034269515
5612337	Regina Encarnacion Ansong Velasquez ( ; born April 22 , 1970 ) is a Filipino singer , actress and record producer . She gained recognition by winning both the 1984 Ang Bagong Kampeon and the 1989 Asia-Pacific Song Contest , representing the Philippines in the latter . Velasquez rose to fame with the release of `` Kung Maibabalik Ko Lang '' from her self-titled debut album in 1987 . The album was generally well received and produced two more singles , `` Urong Sulong '' and `` Isang Lahi '' , that established her as a commercially viable Filipino pop artist .	``; Ang Bagong Kampeon; Maibabalik Ko Lang; ` Urong Sulong ''	Philippines			3034269515
31350	( ; born 18 June 1942 ) is a South African politician who served as the second post-Apartheid President of South Africa from 14 June 1999 to 24 September 2008 . On 20 September 2008 , with about nine months left in his second term , Mbeki announced his resignation after being recalled by the National Executive Committee of the ANC , following a conclusion by judge C. R. Nicholson of improper interference in the National Prosecuting Authority ( NPA ) , including the prosecution of Jacob Zuma for corruption . On 12 January 2009 , the Supreme Court of Appeal unanimously overturned judge Nicholson 's judgment but the resignation stood . During his tenure in office , the South African economy grew at an average rate of 4.5 % per year , creating employment in the middle sectors of the economy .	Nicholson; Jacob Zuma; C. R. Nicholson	South Africa			3034269515
379011	William Etty ( 10 March 1787 – 13 November 1849 ) was an English artist best known for his history paintings containing nude figures . He was the first significant British painter of nudes and still lifes . Born in York , he left school at the age of 12 to become an apprentice printer in Hull . He completed his apprenticeship seven years later and moved to London , where in 1807 he joined the Royal Academy Schools .	York; Hull; William Etty	London			3034269515
3002912	Franck Henry Pierre Ribéry ( ; born 7 April 1983 ) is a French professional footballer who plays for German club Bayern Munich . He is a former France national team player . He primarily plays as a winger , preferably on the left side although being right-footed , and is known for pace , energy , skill and precise passing . Ribéry is described as a player who is fast , tricky and an excellent dribbler , who has great control with the ball at his feet .	Ribéry; Franck Henry Pierre Ribéry	France			
17062	Kwame Nkrumah PC ( 21 September 1909 – 27 April 1972 ) was a Ghanaian politician and revolutionary . He was the first prime minister and president of Ghana , having led the Gold Coast to independence from Britain in 1957 . An influential advocate of Pan-Africanism , Nkrumah was a founding member of the Organisation of African Unity and winner of the Lenin Peace Prize in 1962 . After twelve years abroad pursuing higher education , developing his political philosophy , and organising with other diasporic pan-Africanists , Nkrumah returned to the Gold Coast to begin his political career as an advocate of national independence .	Kwame Nkrumah; Nkrumah	Nkrumah; Britain; Ghana			
55523	Robert Sylvester Kelly ( born January 8 , 1967 ) is an American singer , songwriter , record producer , and former professional basketball player . A native of Chicago , Kelly began performing during the late 1980s and debuted in 1992 with the group Public Announcement . In 1993 , Kelly went solo with the album `` 12 Play '' . He is known for a collection of major hit singles including `` Bump N ' Grind '' , `` Your Body 's Callin ' '' , `` I Believe I Can Fly '' , `` Gotham City '' , `` Ignition ( Remix ) '' , `` If I Could Turn Back the Hands of Time '' , `` The World 's Greatest '' , `` I 'm a Flirt ( Remix ) '' , and the hip-hopera `` Trapped in the Closet '' .	Grind; Robert Sylvester Kelly; Callin; Bump N '; Kelly; Kelly	Chicago	Robert Sylvester Kelly	Chicago	26413865
27303178	François Brousse ( May 7 , 1913 - October 25 , 1995 ) was a philosophy professor who had mainly taught in the Languedoc-Roussillon region and is the author of some 80 works including poetry , essays ( metaphysical , astronomical , historical and esoteric ) , novels , plays and storybooks . He was a pioneer of the philosophy cafes that were popping up almost everywhere in France at the end of the 20th century . Brousse was born in Perpignan , France and died in Clamart , France . Works .	François Brousse; Brousse	France; France; Clamart; France; Perpignan	François Brousse	Perpignan	26413865
30346256	Gabriel Susan `` Gabe '' Lewis ( born in 1982 ) is a fictional character on the U.S. comedy television series `` The Office '' portrayed by Zach Woods . He is an original character and has no counterpart in the British version of the series . He first appears in the sixth season , where he is the Coordinating Director of Emerging Regions for the Sabre Corporate headquarters in Florida . Towards the end of Season 6 , he is assigned to overlook the recently acquired Dunder Mifflin Scranton branch ( the most profitable of all the branches ) .	Gabriel Susan; Zach Woods	U.S.; Florida			26413865
29922	Thomas Jefferson ( April 13 , [ O.S . April 2 ] 1743 – July 4 , 1826 ) was an American Founding Father who was the principal author of the Declaration of Independence and later served as the third President of the United States from 1801 to 1809 . Previously , he had been elected the second Vice President of the United States , serving under John Adams from 1797 to 1801 . He was a proponent of democracy , republicanism , and individual rights motivating American colonists to break from Great Britain and form a new nation ; he produced formative documents and decisions at both the state and national level .	Thomas Jefferson; John Adams	the United States; Great Britain; the United States			26413865
1874626	James Douglas Martin ( September 1 , 1918 – October 30 , 2017 ) was an American businessman and Republican politician from the U.S. state of Alabama , who served a single term in the United States House of Representatives from 1965 to 1967 . His 1962 campaign for the United States Senate against the Democrat J. Lister Hill was the first serious showing by a member of his party in Alabama since Reconstruction . Background . Born in Tarrant in Jefferson County , Alabama , Martin attended public schools and the Birmingham School of Law .	Martin; James Douglas Martin; J. Lister Hill	Alabama; Reconstruction; the United States; U.S.; Jefferson County; Alabama; Alabama	James Douglas Martin	Jefferson County	26413865
